status,class,esu_dps,x_min,y_min,x_max,y_max,species,subdomain,sourcethm,altspname,species2,species3,domain,area,v_count_evergreen_forest,v_count_grass_pasture,v_count_sod_grass_seed,v_count_mixed_forest,v_count_shrubland,v_count_developed_low_intensity,v_count_developed_open_space,v_count_developed_med_intensity,v_count_other_tree_crops,v_count_woody_wetlands,v_count_developed_high_intensity,v_count_clover_wildflowers,v_count_herbaceous_wetlands,v_count_other_hay_non_alfalfa,v_count_winter_wheat,v_count_open_water,v_count_corn,v_count_deciduous_forest,v_count_hops,v_count_radishes,v_count_blueberries,v_count_spring_wheat,v_count_other_crops,v_count_dry_beans,v_count_sweet_corn,v_count_oats,v_count_grapes,v_count_christmas_trees,v_count_cherries,v_count_mint,v_count_squash,v_count_fallow_idle_cropland,v_count_alfalfa,v_count_turnips,v_count_vetch,v_count_barren,v_count_peas,v_count_cauliflower,v_count_garlic,v_count_barley,v_count_pumpkins,v_count_herbs,v_count_buckwheat,v_count_canola,v_count_plums,v_count_onions,v_count_triticale,v_count_potatoes,v_count_walnuts,v_count_greens,v_count_broccoli,v_count_rye,v_count_strawberries,v_count_sugarbeets,v_count_cabbage,v_count_dbl_crop_win_wht_corn,v_count_pears,v_count_mustard,v_count_apples,v_count_x228,v_count_misc_vegs_fruits,v_count_carrots,v_count_sorghum,v_count_peaches,v_pct_evergreen_forest,v_pct_grass_pasture,v_pct_sod_grass_seed,v_pct_mixed_forest,v_pct_shrubland,v_pct_developed_low_intensity,v_pct_developed_open_space,v_pct_developed_med_intensity,v_pct_other_tree_crops,v_pct_woody_wetlands,v_pct_developed_high_intensity,v_pct_clover_wildflowers,v_pct_herbaceous_wetlands,v_pct_other_hay_non_alfalfa,v_pct_winter_wheat,v_pct_open_water,v_pct_corn,v_pct_deciduous_forest,v_pct_hops,v_pct_radishes,v_pct_blueberries,v_pct_spring_wheat,v_pct_other_crops,v_pct_dry_beans,v_pct_sweet_corn,v_pct_oats,v_pct_grapes,v_pct_christmas_trees,v_pct_cherries,v_pct_mint,v_pct_squash,v_pct_fallow_idle_cropland,v_pct_alfalfa,v_pct_turnips,v_pct_vetch,v_pct_barren,v_pct_peas,v_pct_cauliflower,v_pct_garlic,v_pct_barley,v_pct_pumpkins,v_pct_herbs,v_pct_buckwheat,v_pct_canola,v_pct_plums,v_pct_onions,v_pct_triticale,v_pct_potatoes,v_pct_walnuts,v_pct_greens,v_pct_broccoli,v_pct_rye,v_pct_strawberries,v_pct_sugarbeets,v_pct_cabbage,v_pct_dbl_crop_win_wht_corn,v_pct_pears,v_pct_mustard,v_pct_apples,v_pct_x228,v_pct_misc_vegs_fruits,v_pct_carrots,v_pct_sorghum,v_pct_peaches,v_count_background,v_count_almonds,v_count_sunflower,v_count_olives,v_count_tomatoes,v_count_rice,v_count_safflower,v_count_pistachios,v_count_pecans,v_count_honeydew_melons,v_count_lettuce,v_count_watermelons,v_count_oranges,v_count_dbl_crop_oats_corn,v_count_cucumbers,v_count_cotton,v_count_peppers,v_count_pop_or_orn_corn,v_count_cantaloupes,v_count_citrus,v_count_aquaculture,v_count_chick_peas,v_count_millet,v_count_dbl_crop_win_wht_sorghum,v_count_perennial_ice_snow,v_count_nectarines,v_pct_background,v_pct_almonds,v_pct_sunflower,v_pct_olives,v_pct_tomatoes,v_pct_rice,v_pct_safflower,v_pct_pistachios,v_pct_pecans,v_pct_honeydew_melons,v_pct_lettuce,v_pct_watermelons,v_pct_oranges,v_pct_dbl_crop_oats_corn,v_pct_cucumbers,v_pct_cotton,v_pct_peppers,v_pct_pop_or_orn_corn,v_pct_cantaloupes,v_pct_citrus,v_pct_aquaculture,v_pct_chick_peas,v_pct_millet,v_pct_dbl_crop_win_wht_sorghum,v_pct_perennial_ice_snow,v_pct_nectarines,v_count_caneberries,v_count_cranberries,v_pct_caneberries,v_pct_cranberries,v_count_x215,v_count_pomegranates,v_count_durum_wheat,v_count_dbl_crop_barley_corn,v_count_asparagus,v_count_dbl_crop_win_wht_cotton,v_count_sweet_potatoes,v_pct_x215,v_pct_pomegranates,v_pct_durum_wheat,v_pct_dbl_crop_barley_corn,v_pct_asparagus,v_pct_dbl_crop_win_wht_cotton,v_pct_sweet_potatoes,v_count_apricots,v_count_speltz,v_count_soybeans,v_pct_apricots,v_pct_speltz,v_pct_soybeans
Threatened,Accessible,Upper Willamette River Steelhead,-123.7585,44.2094,-122.1244,45.7949,Steelhead,Upper Willamette River,Domain_lw.shp,Steelhead,Steelhead,Trout,Willamette/Lower Columbia,12561.8117630789,5453385,2533437,1503853,718181,685455,546897,481666,403419,396038,153937,142979,128723,111447,100832,87013,85918,64908,55201,45874,31566,27356,25172,21717,19516,18144,17191,16107,13044,12595,11063,9568,8116,8088,7622,5455,4794,3908,3750,3687,2619,2331,2130,2097,1805,1582,1514,1403,1227,1037,722,635,607,447,438,98,51,45,22,20,16,15,13,7,3,0.38984756485074246,0.18110847577289527,0.10750633412889125,0.05134079364872846,0.049001301497100545,0.039096169383635394,0.034432983765385665,0.028839319938812624,0.02831167245451373,0.01100453472300759,0.010221177300849711,0.009202054887062279,0.007967040940612242,0.0072082036494819385,0.006220321169394359,0.006142042616988547,0.004640095232471574,0.003946168375664992,0.0032794066785974143,0.0022565669271614854,0.001955605552158322,0.0017994773709215266,0.0015524888790840138,0.0013951454143852102,0.0012970648902749158,0.0012289375291399953,0.001151445336621366,9.324798516725088e-4,9.003820708230029e-4,7.908635847173386e-4,6.839901273231037e-4,5.801906222151243e-4,5.781889788659347e-4,5.448759145544206e-4,3.8996301677963325e-4,3.4270993628626246e-4,2.7937222173690315e-4,2.6807723426647566e-4,2.635735367307988e-4,1.8722514041170658e-4,1.6663680882004125e-4,1.5226786906335815e-4,1.4990878940181318e-4,1.290345087602636e-4,1.1309284922921719e-4,1.0823171538118509e-4,1.0029662924689742e-4,8.771487105199082e-5,7.413229118248939e-5,5.161380350410544e-5,4.539441166912321e-5,4.339276831993352e-5,3.1954806324563893e-5,3.131142096232435e-5,7.0057517221638965e-6,3.6458503860240688e-6,3.2169268111977077e-6,1.5727197743633237e-6,1.4297452494212034e-6,1.1437961995369626e-6,1.0723089370659026e-6,9.293344121237822e-7,5.004108372974212e-7,2.144617874131805e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Threatened,Accessible,Central California Coast Steelhead,-123.3877,36.8748,-121.6242,39.3868,Steelhead,North-Central California Coast,Domain_nc.shp,Steelhead,Steelhead,Trout,North-Central California Coast,14069.6137620345,2823064,1705666,3,1431609,3026046,855613,962220,1362207,855,36994,535372,3035,535025,73221,32027,483378,848,40873,NA,NA,6,29,86,416,80,39060,367024,NA,2720,24,271,14610,10557,NA,22,22056,38,11,79,16829,7,53,5,NA,5167,32,9042,6,11813,4,3,16071,3116,NA,NA,224,5295,NA,7244,28,3,53,175,81,0.1804761111431467,0.10904179522288071,1.9178748105938801e-7,0.09152156132398313,0.1934525799699456,0.05469862067722205,0.061513916674988116,0.08708474973715526,5.465943210192558e-5,0.002364995358103667,0.03422588243657556,1.9402500167174755e-4,0.03420369901793303,0.004680957050216483,0.002047459218629673,0.030901949673174955,5.4211927979453676e-5,0.0026129765711134555,NA,NA,3.8357496211877603e-7,1.8539456502407508e-6,5.497907790369123e-6,2.6594530706901805e-5,5.114332828250347e-6,0.002497073003393232,0.02346353614944694,NA,1.738873161605118e-4,1.5342998484751041e-6,1.732480245569805e-5,9.340050327592196e-4,6.749001458479864e-4,NA,1.4064415277688454e-6,0.0014100215607486207,2.4293080934189148e-6,7.032207638844227e-7,5.050403667897218e-6,0.0010758638395828137,4.475041224719054e-7,3.3882454987158548e-6,3.196458017656467e-7,NA,3.303219715446193e-4,2.0457331313001387e-6,5.780474679129955e-4,3.8357496211877603e-7,7.551951712515168e-4,2.5571664141251733e-7,1.9178748105938801e-7,0.0010274055360351415,1.9920326366035102e-4,NA,NA,1.4320131919100972e-5,3.3850490406981987e-4,NA,4.6310283759806893e-4,1.7900164898876215e-6,1.9178748105938801e-7,3.3882454987158548e-6,1.1187603061797634e-5,5.178261988603476e-6,1158669,27293,4443,4187,1873,1570,1197,947,354,324,156,135,124,111,101,100,89,71,67,59,15,14,11,5,2,1,0.07407273629720001,0.001744818573517959,2.8403725944895365e-4,2.6767139439855253e-4,1.1973931734141125e-4,1.0036878175441306e-4,7.652320494269582e-5,6.0540914854413484e-5,2.2630922765007785e-5,2.0713047954413904e-5,9.972949015088177e-6,8.63043664767246e-6,7.927215883788038e-6,7.096136799197357e-6,6.456845195666063e-6,6.392916035312934e-6,5.689695271428511e-6,4.538970385072183e-6,4.283253743659666e-6,3.771820460834631e-6,9.5893740529694e-7,8.950082449438108e-7,7.032207638844227e-7,3.196458017656467e-7,1.2785832070625867e-7,6.392916035312933e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Threatened,Accessible,Lower Columbia River Steelhead,-123.1375,44.8004,-121.353,46.8744,Steelhead,Lower Columbia River,Domain_lw.shp,Steelhead,Steelhead,Trout,Willamette/Lower Columbia,14876.0914465929,10847721,1166832,4427,546526,1052157,525573,624096,405560,2317,188758,170027,931,115914,15076,1251,378826,8610,254835,148,40,4608,2104,141,155,163,180,1712,26915,21864,51,14,1241,2889,11,10,102555,47,5,145,1096,145,25,5,1,44,2,79,29,614,82,4,34,10,7,4,1,55769,NA,2929,125,32,NA,NA,164,0.654688302595446,0.07042135961037801,2.671810157718879e-4,0.03298427192811086,0.06350042376586904,0.03171970363728901,0.037665824083842815,0.024476605546972407,1.3983700328517375e-4,0.011392038440268808,0.010261573654539594,5.6188282286791874e-5,0.006995712731462076,9.098759868482e-4,7.55011183037343e-5,0.022863138802981974,5.196359940808572e-4,0.01537995801992976,8.932186657835872e-6,2.414104502117803e-6,2.7810483864397094e-4,1.2698189681139646e-4,8.509718369965257e-6,9.354654945706488e-6,9.83747584613005e-6,1.0863470259530116e-5,1.0332367269064199e-4,0.0016243905668625169,0.0013195495208575914,3.0779832402001994e-6,8.449365757412312e-7,7.489759217820485e-5,1.7435869766545834e-4,6.638787380823959e-7,6.035261255294508e-7,0.006189462180367283,2.8365727899884188e-6,3.017630627647254e-7,8.751128820177037e-6,6.614646335802781e-5,8.751128820177037e-6,1.5088153138236271e-6,3.017630627647254e-7,6.035261255294509e-8,2.6555149523295838e-6,1.2070522510589017e-7,4.7678563916826616e-6,1.7502257640354075e-6,3.705650410750828e-5,4.948914229341497e-6,2.4141045021178035e-7,2.0519888268001326e-6,6.035261255294508e-7,4.224682878706156e-7,2.4141045021178035e-7,6.035261255294509e-8,0.0033658048494651944,NA,1.7677280216757616e-4,7.544076569118135e-6,1.9312836016942428e-6,NA,NA,9.897828458682993e-6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30833,NA,NA,NA,1.8105783765883525e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018608521028449557,NA,2740,79,1.6536615839506954e-4,4.7678563916826616e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Threatened,Accessible,South-central California Coast Steelhead,-121.9789,34.9688,-119.9104,37.1826,Steelhead,South-Central/Southern California Coast,Domain_sc.shp,Steelhead,Steelhead,Trout,South-Central/Southern California Coast,16329.7806730516,1533156,6034930,200,1302515,6342257,268236,574853,241717,2207,95190,64602,782,169805,55299,60573,62475,29371,2654,NA,NA,202,1420,1311,7004,5717,37530,429670,1,13101,9,472,256284,62599,NA,1,47242,1450,NA,3711,62661,156,1659,NA,8,3002,9255,4908,277,30651,20,702,3408,14962,NA,8,12536,NA,NA,9764,933,749,4395,393,1429,0.08448316278067129,0.33254931237262003,1.10208175529002e-5,0.07177390087457902,0.3494842863530208,0.01478090008559869,0.03167675016368669,0.013319594782171889,1.2161472169625371e-4,0.0052453581143028505,0.0035598342777622936,4.309139663183978e-5,0.009356949622851092,0.0030472009492891407,0.003337819908159119,0.0034426278830872,0.0016184621617311588,1.4624624892698565e-4,NA,NA,1.1131025728429203e-5,7.824780462559141e-5,7.224145905926081e-5,3.85949030702565e-4,3.1503006974965223e-4,0.0020680564138017225,0.023676573389773144,5.5104087764501e-8,7.219186538027276e-4,4.95936789880509e-7,2.6009129424844473e-5,0.014122296028637373,0.003449460789969998,NA,5.5104087764501e-8,0.0026032273141705564,7.990092725852645e-5,NA,2.044912696940632e-4,0.003452877243411397,8.596237691262155e-6,9.141768160130716e-5,NA,4.40832702116008e-7,1.65422471469032e-4,5.099883322604567e-4,2.704508627481709e-4,1.5263832310766778e-5,0.0016889953940697202,1.10208175529002e-6,3.8683069610679704e-5,1.877947311014194e-4,8.244673611324639e-4,NA,4.40832702116008e-7,6.907848442157845e-4,NA,NA,5.380363129325877e-4,5.141211388427943e-5,4.127296173561125e-5,2.421824657249819e-4,2.1655906491448892e-5,7.874374141547193e-5,4500,104096,1583,4198,38602,7372,4267,25624,174,661,38712,1982,471,10054,3262,7675,354,169,4657,6928,NA,604,NA,792,NA,40,2.479683949402545e-4,0.005736115119933496,8.722977093120508e-5,2.313269604353752e-4,0.0021271279958852674,4.0622733499990135e-4,2.3512914249112577e-4,0.0014119871448775737,9.588111271023174e-6,3.642380201233516e-5,0.0021331894455393625,1.0921630194924098e-4,2.595402533707997e-5,5.540164983842931e-4,1.7974953428780225e-4,4.2292387359254516e-4,1.9506847068633355e-5,9.312590832200669e-6,2.5661973671928115e-4,3.817611200324629e-4,NA,3.32828690097586e-5,NA,4.364243750948479e-5,NA,2.20416351058004e-6,NA,NA,NA,NA,9687,263,118,107,70,25,5,5.337932981747212e-4,1.4492375082063762e-5,6.502282356211118e-6,5.896137390801607e-6,3.85728614351507e-6,1.377602194112525e-6,2.75520438822505e-7,NA,NA,NA,NA,NA,NA
Threatened,Accessible,Northern California Steelhead,-124.4097,38.4508,-122.7576,41.5463,Steelhead,North-Central California Coast,Domain_nc.shp,Steelhead,Steelhead,Trout,North-Central California Coast,16869.234042708,12193910,933522,NA,597380,3595036,105893,807546,64261,1,40429,13096,11,82227,19649,704,72027,NA,87074,NA,NA,NA,10,NA,NA,NA,4,4566,NA,NA,3,NA,382,1117,NA,NA,56597,NA,NA,1,66,NA,128,NA,NA,18,NA,31,NA,1109,NA,NA,26,NA,NA,NA,48,170,NA,453,NA,NA,NA,NA,NA,0.6498797415150069,0.04975246135641253,NA,0.03183762714225666,0.1915990085556761,0.00564361353070907,0.043038515598481354,0.0034248179681083315,5.329543530459114e-8,0.0021546811539293153,6.979570207489256e-4,5.862497883505025e-7,0.004382323758790616,0.0010472020082999112,3.751998645443216e-5,0.003838710318683786,NA,0.004640646733711969,NA,NA,NA,5.329543530459114e-7,NA,NA,NA,2.1318174121836456e-7,2.4334695760076314e-4,NA,NA,1.5988630591377343e-7,NA,2.0358856286353815e-5,5.9531001235228306e-5,NA,NA,0.0030163617519339448,NA,NA,5.329543530459114e-8,3.5174987301030153e-6,NA,6.821815718987666e-6,NA,NA,9.593178354826405e-7,NA,1.6521584944423253e-6,NA,5.910463775279158e-5,NA,NA,1.3856813179193696e-6,NA,NA,NA,2.558180894620375e-6,9.060224001780495e-6,NA,2.4142832192979787e-5,NA,NA,NA,NA,NA,85369,266,NA,60,NA,5,NA,92,3,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.004549778016517641,1.4176585791021243e-5,NA,3.1977261182754682e-6,NA,2.664771765229557e-7,NA,4.903180048022385e-6,1.5988630591377343e-7,4.796589177413203e-7,1.3856813179193696e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.263634824367291e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Warranted,Accessible,Washington Coast Chinook Salmon,-124.7332,46.271,-122.4323,48.3918,Chinook,Washington Coast,Domain_wc.shp,Chinook,Chinook,Salmon,Puget Sound,16882.2437360011,13480696,848420,119,325540,1288611,258092,583616,91513,156,427664,28018,53,233178,10133,70,189512,8537,210017,NA,NA,4230,35,32,181,2,44,116,18027,3,NA,1,162,221,NA,NA,123556,2,NA,NA,1209,8,2,NA,NA,NA,NA,NA,398,38,72,1,3,2,NA,13,NA,10,NA,364,NA,2,NA,NA,NA,0.7166920225025423,0.045105671527019595,6.326553961145814e-6,0.017307112407658896,0.06850812627248798,0.013721285419664248,0.031027547198219124,0.004865226324759134,8.293633764191151e-6,0.02273646532134003,0.0014895578897763313,2.8177089070649424e-6,0.01239674957606772,5.387140444394163e-4,3.721502330085773e-6,0.010075276422560215,4.5386379131346065e-4,0.01116541078368034,NA,NA,2.2488506937518314e-4,1.8607511650428866e-6,1.7012582080392106e-6,9.622741739221785e-6,1.0632863800245066e-7,2.3392300360539146e-6,6.167061004142138e-6,9.58393178635089e-4,1.59492957003676e-7,NA,5.316431900122533e-8,8.612619678198503e-6,1.1749314499270799e-5,NA,NA,0.006568770598515397,1.0632863800245066e-7,NA,NA,6.427566167248143e-5,4.2531455200980264e-7,1.0632863800245066e-7,NA,NA,NA,NA,NA,2.1159398962487682e-5,2.0202441220465626e-6,3.827830968088224e-6,5.316431900122533e-8,1.59492957003676e-7,1.0632863800245066e-7,NA,6.911361470159293e-7,NA,5.316431900122533e-7,NA,1.935181211644602e-5,NA,1.0632863800245066e-7,NA,NA,NA,644831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22693,NA,0.03428200098587913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012064578910948064,NA,560,8845,2.9772018640686185e-5,4.7023840156583803e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Threatened,Accessible,Upper Columbia River Steelhead,-121.1533,46.2602,-118.9961,49.0002,Steelhead,Upper Columbia River,Domain_ic.shp,Steelhead,Steelhead,Trout,Interior Columbia,17414.5609330945,5031352,4094488,7974,4454,6673885,268977,320928,146783,92,62213,33523,8,58100,91199,210232,351244,107505,1566,1637,NA,3134,22552,717,38047,22129,739,88047,55,109850,9916,261,222529,364640,NA,NA,341528,10022,NA,85,2735,17,598,1319,11404,18,19385,3401,70832,11,15,742,220,NA,34,NA,1,57242,39,483564,18271,130,7833,NA,3660,0.25927826330862197,0.21099929756017724,4.109203394282394e-4,2.295258580152218e-4,0.34392213312077197,0.013861063473587856,0.016538229582646856,0.0075640983423997075,4.740992127840235e-6,0.003205992861405701,0.0017275247728433497,4.122601850295856e-7,0.0029940395937773654,0.0046997145768141475,0.010833785402392479,0.01810048955381647,0.0055400038989507,8.069993121954139e-5,8.435874036167895e-5,NA,1.6150292748534016e-4,0.0011621614615984017,3.6948819083276606e-5,0.0019606579074775803,0.0011403632043149624,3.8082534592107966e-5,0.004537284063912491,2.834288772078401e-6,0.005660847665687497,5.109964993441714e-4,1.344998853659023e-5,0.011467480839306082,0.01879081923364851,NA,NA,0.017599799559098038,5.164589467958133e-4,NA,4.380264465939347e-6,1.4094145075698957e-4,8.760528931878693e-7,3.0816448830961524e-5,6.797139800675293e-5,5.876768937596743e-4,9.275854163165676e-7,9.989579608498146e-4,1.7526211116070258e-4,0.003650151678251951,5.668577544156802e-7,7.72987846930473e-7,3.823713216149406e-5,1.1337155088313604e-5,NA,1.7521057863757387e-6,NA,5.15325231286982e-8,0.002949824688932942,2.00976840201923e-6,0.024919273014205816,9.415507300844448e-4,6.699228006730766e-6,4.03654253667093e-4,NA,1.8860903465103541e-4,NA,1,1478,NA,NA,NA,NA,NA,NA,NA,NA,1546,NA,NA,NA,NA,26,NA,2,NA,NA,2,NA,NA,18278,NA,NA,5.15325231286982e-8,7.616506918421593e-5,NA,NA,NA,NA,NA,NA,NA,NA,7.966928075696741e-5,NA,NA,NA,NA,1.3398456013461531e-6,NA,1.030650462573964e-7,NA,NA,1.030650462573964e-7,NA,NA,9.419114577463457e-4,NA,95,7,4.895589697226329e-6,3.607276619008874e-7,NA,NA,1,296,934,NA,NA,NA,NA,5.15325231286982e-8,1.5253626846094667e-5,4.813137660220412e-5,NA,NA,606,62,5,3.122870901599111e-5,3.1950164339792884e-6,2.57662615643491e-7
Threatened,Accessible,Upper Willamette River Chinook Salmon,-123.5222,43.356,-121.7144,45.4562,Chinook,Upper Willamette River,Domain_lw.shp,Chinook,Chinook,Salmon,Willamette/Lower Columbia,17557.8136877869,11070636,2893807,1438384,326594,969577,487082,443231,357136,365089,164150,130675,61425,124190,82669,64622,161622,52984,25388,45188,20740,17618,19729,25498,20730,19227,12288,11755,10006,10933,14408,10881,4523,6814,5972,2542,42698,3136,3976,3531,1520,2557,2424,1779,1481,1195,1561,970,812,537,732,639,609,94,1013,88,74,216,23,74,82,7,7,7,29,0.5662723908350166,0.1480206745579122,0.07357455765132505,0.01670555921198849,0.049594683258364095,0.024914656093173105,0.022671640370272785,0.0182678083330763,0.01867461100677191,0.008396411277145051,0.006684136726414435,0.003141940680466858,0.0063524234938083695,0.004228589240757259,0.0033054699333028782,0.008267101939900929,0.00271017639420197,0.001298617663747539,0.002311404403238687,0.0010608685341942634,9.011755947654067e-4,0.0010091550294657004,0.001304244256744712,0.001060357025739975,9.834773050604196e-4,6.285415886296581e-4,6.012781880160833e-4,5.118153593610318e-4,5.59232193073572e-4,7.369813809388114e-4,5.56572349111272e-4,2.313552738746699e-4,3.485418607521558e-4,3.0547284890106754e-4,1.3002544908012622e-4,0.002184038798120861,1.6040905126486066e-4,2.033757614250912e-4,1.8061363520925478e-4,7.774928505184572e-5,1.307927117615589e-4,1.239896493195224e-4,9.099735401791681e-5,7.575440208012074e-5,6.112526028747083e-5,7.984646971442841e-5,4.96163200659805e-5,4.153448648822285e-5,2.7468003995290235e-5,3.744241885391518e-5,3.2685390229032515e-5,3.115086486616714e-5,4.808179470311512e-6,5.181580641942087e-5,4.501274397738437e-6,3.7851625617345946e-6,1.104858261263071e-5,1.1764694448634552e-6,3.7851625617345946e-6,4.194369325165362e-6,3.580559180019211e-7,3.580559180019211e-7,3.580559180019211e-7,1.4833745174365303e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7902795900096057e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endangered,Accessible,Southern California Steelhead,-120.6717,32.5343,-116.4755,35.0921,Steelhead,South-Central/Southern California Coast,Domain_sc.shp,Steelhead,Steelhead,Trout,South-Central/Southern California Coast,18317.4918846383,862000,1647722,NA,380958,9727377,1424212,1193848,2874224,2147,65795,1136359,128,134606,13512,44266,102138,2291,721,NA,NA,775,141,193,4960,NA,4305,80789,NA,69,NA,39,65122,17267,3,NA,44745,19,NA,825,2801,NA,283,NA,2,721,855,1887,695,3993,16,21,508,349,NA,NA,1907,7,NA,227,1217,NA,852,580,447,0.042364911591260976,0.08098097083175837,NA,0.018723030150793036,0.4780736271692174,0.06999607362785727,0.05867432131485352,0.14126014576969895,1.0551910114435883e-4,0.003233641946806283,0.05584889625398345,6.2908453406976855e-6,0.006615511936952755,6.640773612773994e-4,0.0021755512488384667,0.005019799698501408,1.1259630215264373e-4,3.543515227064868e-5,NA,NA,3.808910264875552e-5,6.929759320612294e-6,9.485415240270728e-6,2.437702569520353e-4,NA,2.1157882181018387e-4,0.003970555501793947,NA,3.391158816469846e-6,NA,1.9167419397438258e-6,0.0032005658615383956,8.486252070142729e-4,1.47441687672602e-7,NA,0.0021990927716368587,9.337973552598126e-7,NA,4.054646410996555e-5,1.3766138905698606e-4,NA,1.3908665870448789e-5,NA,9.829445844840134e-8,3.543515227064868e-5,4.202088098669157e-5,9.274082154606666e-5,3.415732431081946e-5,1.9624488629223325e-4,7.863556675872107e-7,1.032091813708214e-6,2.4966792445893937e-5,1.715238299924603e-5,NA,NA,9.372376613055067e-5,3.440306045694047e-7,NA,1.115642103389355e-5,5.981217796585221e-5,NA,4.1873439299018966e-5,2.8505392950036387e-5,2.1968811463217696e-5,64632,14061,3,1889,5321,142,519,8312,299,390,588,53,384,802,NA,2283,32,NA,156,157554,NA,120,NA,271,2,135,0.0031764837192185375,6.910591901214856e-4,1.47441687672602e-7,9.283911600451506e-5,2.6151240670197173e-4,6.978906549836494e-6,2.5507411967360146e-5,4.0851176931155594e-4,1.4695021538035999e-5,1.916741939743826e-5,2.889857078382999e-5,2.6048031488826355e-6,1.8872536022093056e-5,3.9416077837808935e-5,NA,1.1220312431885012e-4,1.5727113351744214e-6,NA,7.666967758975303e-6,0.007743342553189711,NA,5.89766750690408e-6,NA,1.3318899119758381e-5,9.829445844840134e-8,6.63487594526709e-6,NA,NA,NA,NA,240012,37,58,38,NA,10,NA,0.01179592478055885,1.8184474812954246e-6,2.8505392950036384e-6,1.8675947105196253e-6,NA,4.914722922420067e-7,NA,NA,NA,NA,NA,NA,NA
