status,esu_dps,x_min,y_min,x_max,y_max,species,subdomain,altspname,species2,species3,area,v_count_evergreen_forest,v_count_open_water,v_count_shrubland,v_count_grass_pasture,v_count_woody_wetlands,v_count_barren,v_count_deciduous_forest,v_count_developed_open_space,v_count_developed_low_intensity,v_count_mixed_forest,v_count_herbaceous_wetlands,v_count_christmas_trees,v_count_developed_med_intensity,v_count_background,v_count_alfalfa,v_count_fallow_idle_cropland,v_pct_evergreen_forest,v_pct_open_water,v_pct_shrubland,v_pct_grass_pasture,v_pct_woody_wetlands,v_pct_barren,v_pct_deciduous_forest,v_pct_developed_open_space,v_pct_developed_low_intensity,v_pct_mixed_forest,v_pct_herbaceous_wetlands,v_pct_christmas_trees,v_pct_developed_med_intensity,v_pct_background,v_pct_alfalfa,v_pct_fallow_idle_cropland,v_count_perennial_ice_snow,v_count_other_crops,v_count_rye,v_count_corn,v_count_potatoes,v_count_barley,v_pct_perennial_ice_snow,v_pct_other_crops,v_pct_rye,v_pct_corn,v_pct_potatoes,v_pct_barley,v_count_other_hay_non_alfalfa,v_count_developed_high_intensity,v_count_blueberries,v_count_apples,v_count_aquaculture,v_count_caneberries,v_count_sod_grass_seed,v_count_greens,v_count_pumpkins,v_count_grapes,v_count_dry_beans,v_count_other_tree_crops,v_count_winter_wheat,v_count_oats,v_count_broccoli,v_count_cucumbers,v_count_sweet_corn,v_count_pears,v_count_strawberries,v_count_peas,v_count_sugarbeets,v_count_cabbage,v_count_squash,v_count_cherries,v_count_spring_wheat,v_pct_other_hay_non_alfalfa,v_pct_developed_high_intensity,v_pct_blueberries,v_pct_apples,v_pct_aquaculture,v_pct_caneberries,v_pct_sod_grass_seed,v_pct_greens,v_pct_pumpkins,v_pct_grapes,v_pct_dry_beans,v_pct_other_tree_crops,v_pct_winter_wheat,v_pct_oats,v_pct_broccoli,v_pct_cucumbers,v_pct_sweet_corn,v_pct_pears,v_pct_strawberries,v_pct_peas,v_pct_sugarbeets,v_pct_cabbage,v_pct_squash,v_pct_cherries,v_pct_spring_wheat,v_count_triticale,v_count_clover_wildflowers,v_count_carrots,v_count_misc_vegs_fruits,v_pct_triticale,v_pct_clover_wildflowers,v_pct_carrots,v_pct_misc_vegs_fruits,v_count_garlic,v_count_herbs,v_count_flaxseed,v_count_safflower,v_count_onions,v_count_radishes,v_pct_garlic,v_pct_herbs,v_pct_flaxseed,v_pct_safflower,v_pct_onions,v_pct_radishes,v_count_walnuts,v_count_olives,v_count_almonds,v_count_tomatoes,v_count_citrus,v_count_oranges,v_count_dbl_crop_win_wht_corn,v_count_pistachios,v_count_cantaloupes,v_count_rice,v_count_dbl_crop_oats_corn,v_count_pecans,v_count_sunflower,v_count_asparagus,v_count_sorghum,v_count_watermelons,v_pct_walnuts,v_pct_olives,v_pct_almonds,v_pct_tomatoes,v_pct_citrus,v_pct_oranges,v_pct_dbl_crop_win_wht_corn,v_pct_pistachios,v_pct_cantaloupes,v_pct_rice,v_pct_dbl_crop_oats_corn,v_pct_pecans,v_pct_sunflower,v_pct_asparagus,v_pct_sorghum,v_pct_watermelons,v_count_pomegranates,v_count_plums,v_pct_pomegranates,v_pct_plums,v_count_cotton,v_count_honeydew_melons,v_count_vetch,v_count_peaches,v_count_peppers,v_count_pop_or_orn_corn,v_count_canola,v_count_dbl_crop_win_wht_sorghum,v_count_dbl_crop_barley_corn,v_count_mint,v_pct_cotton,v_pct_honeydew_melons,v_pct_vetch,v_pct_peaches,v_pct_peppers,v_pct_pop_or_orn_corn,v_pct_canola,v_pct_dbl_crop_win_wht_sorghum,v_pct_dbl_crop_barley_corn,v_pct_mint,v_count_lentils,v_count_rape_seed,v_count_buckwheat,v_count_millet,v_count_soybeans,v_count_hops,v_count_mustard,v_count_lettuce,v_pct_lentils,v_pct_rape_seed,v_pct_buckwheat,v_pct_millet,v_pct_soybeans,v_pct_hops,v_pct_mustard,v_pct_lettuce,v_count_apricots,v_pct_apricots,v_count_cauliflower,v_count_turnips,v_pct_cauliflower,v_pct_turnips,v_count_sweet_potatoes,v_pct_sweet_potatoes,v_count_durum_wheat,v_count_chick_peas,v_pct_durum_wheat,v_pct_chick_peas,v_count_nectarines,v_pct_nectarines,v_count_dbl_crop_win_wht_cotton,v_pct_dbl_crop_win_wht_cotton,v_count_gourds,v_pct_gourds,domain
Species of Concern,Puget Sound\Strait of Georgia Coho Salmon,-123.751,46.7315,-120.9068,49.0025,Coho,Puget Sound,Coho,Coho,Salmon,27753.4519088296,14610606,453843,3539866,1205830,319651,906109,1045832,1795050,1852215,2612668,202707,21338,888805,31206,15627,14716,0.4737986435392906,0.01471740445124605,0.11479220705225056,0.03910314317824892,0.01036577197454902,0.02938366930836017,0.03391466329117241,0.0582106077657014,0.06006437751747785,0.08472465511824158,0.00657346462124288,6.919572984064714e-4,0.02882252819430892,0.00101196079548562,5.067586794543973e-4,4.7721640281889747e-4,220756,5891,219,145147,41319,23439,0.00715876489675785,1.910357317889457e-4,7.101820618193703e-6,0.00470688564962996,0.00133990925170386,7.60089376574622e-4,277826,340465,126451,3892,5693,75993,12106,14387,4107,555,2508,803,3873,1030,3553,357,1527,18,621,762,2610,2300,156,22,436,0.00900945395009262,0.01104073678891926,0.0041006041963069,1.2621135089502234e-4,1.84614907668387e-4,0.00246433175451321,3.9257826668426016e-4,4.6654745768928224e-4,1.331834578946189e-4,1.7997764580353904e-5,8.133043886041008e-5,2.604000893337691e-5,1.255952112066859e-4,3.340125678876491e-5,1.1521812171891428e-4,1.1576940459795215e-5,4.951817389946021e-5,5.837112836871538e-7,2.01380392872068e-5,2.4710444342756175e-5,8.46381361346373e-5,7.458533069335853e-5,5.058831125288665e-6,7.13424902284299e-7,1.4138784427088834e-5,759,672,8,185,2.4613159128808315e-5,2.179188792432041e-5,2.594272371942906e-7,5.999254860117968e-6,NA,40,NA,NA,NA,NA,NA,1.2971361859714529e-6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,199,NA,1.4592782092178842e-6,NA,NA,NA,NA,NA,1.180393929234022e-5,NA,NA,NA,NA,NA,NA,NA,6.453252525207977e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Not Warranted,Odd Year Pink Salmon,-123.751,46.7315,-120.9068,49.0025,Odd Year Pink Salmon,Puget Sound,Pink,Pink,Salmon,27753.4519925237,14610606,453843,3539866,1205830,319651,906108,1045832,1795050,1852215,2612668,202707,21338,888805,31206,15627,14716,0.4737986589038252,0.01471740492850801,0.11479221077477882,0.03910314444630151,0.01036577231069448,0.02938363783282002,0.03391466439097087,0.05821060965337861,0.06006437946526986,0.08472465786572707,0.00657346483440985,6.919573208455435e-4,0.02882252912897756,0.0010119608283019,5.067586958877734e-4,4.7721641829426455e-4,220756,5891,219,145147,41319,23439,0.00715876512890518,1.910357379839299e-4,7.101820848494424e-6,0.00470688580226675,0.00133990929515498,7.600894012231087e-4,277826,340465,126451,3892,5693,75993,12106,14387,4107,555,2508,803,3873,1030,3553,357,1527,18,621,762,2610,2300,156,22,436,0.00900945424225484,0.01104073714695275,0.00410060432928296,1.2621135498785523e-4,1.8461491365515413e-4,0.00246433183442756,3.9257827941494743e-4,4.665474728186725e-4,1.331834622135461e-4,1.7997765163992717e-5,8.133044149782655e-5,2.604000977781289e-5,1.2559521527953838e-4,3.3401257871914415e-5,1.1521812545525428e-4,1.1576940835216938e-5,4.951817550525564e-5,5.837113026159801e-7,2.013803994025131e-5,2.471044514407649e-5,8.46381388793171e-5,7.458533311204189e-5,5.058831289338494e-6,7.134249254195312e-7,1.4138784885587072e-5,759,672,8,185,2.4613159926973824e-5,2.179188863099659e-5,2.5942724560710224e-7,5.999255054664239e-6,NA,40,NA,NA,NA,NA,NA,1.2971362280355112e-6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,199,NA,1.45927825653995e-6,NA,NA,NA,NA,NA,1.1803939675123152e-5,NA,NA,NA,NA,NA,NA,NA,6.453252734476668e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Threatened,Oregon Coast Coho Salmon,-124.5476,42.6635,-122.2694,46.2319,Coho,Oregon Coast,Coho,Coho,Salmon,27837.717719943,16776160,164565,5911833,1493458,222381,220667,215659,1278608,188663,3779449,301421,1011,61049,143972,1137,910,0.5423765812457563,0.00532041910024152,0.19113073381726467,0.04828379344701795,0.00718962185112758,0.0071342078910643,0.0069722982574605,0.04133765032006573,0.0060995122213646,0.12219033602521032,0.00974500073292559,3.2685830585751425e-5,0.00197372628232397,0.00465464332452206,3.6759435584569104e-5,2.942048054701661e-5,NA,415,7,921,11,22,NA,1.3417032337375708e-5,2.263113888232047e-7,2.9776112729453076e-5,3.5563218243646453e-7,7.112643648729291e-7,136408,23732,138,1,NA,14,2942,1,1,128,189,805,73,76,2,NA,NA,NA,NA,19,2508,1,37,123,18,0.00441009770379938,7.672602685074706e-4,4.461567379657464e-6,3.2330198403314965e-8,NA,4.526227776464094e-7,9.51154437025526e-5,3.2330198403314965e-8,3.2330198403314965e-8,4.138265395624315e-6,6.110407498226527e-6,2.602580971466854e-5,2.360104483441992e-6,2.457095078651937e-6,6.466039680662993e-8,NA,NA,NA,NA,6.142737696629841e-7,8.108413759551392e-5,3.2330198403314965e-8,1.1962173409226534e-6,3.976614403607739e-6,5.819435712596692e-7,13,994,NA,NA,4.2029257924309443e-7,3.213621721289507e-5,NA,NA,13,19,NA,NA,5,8,4.2029257924309443e-7,6.142737696629841e-7,NA,NA,1.616509920165748e-7,2.586415872265197e-7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2029257924309443e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,5.269822339740338e-6,NA,NA,3,NA,NA,NA,NA,NA,NA,21,NA,NA,9.699059520994488e-8,NA,NA,NA,NA,NA,NA,6.789341664696142e-7,NA,NA,28,NA,NA,18,NA,NA,NA,NA,9.052455552928188e-7,NA,NA,5.819435712596692e-7,NA,NA,NA,NA,1,NA,3.2330198403314965e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon Coast
Not Warranted,Upper Columbia River Summer\Fall-run Chinook Salmon,-121.5227,45.9828,-118.9961,49.0002,Summer/fall-run Chinook,Upper Columbia River,Late Chinook,Chinook,Salmon,30903.1531439494,9957144,414745,16712815,1249783,130570,338002,2644,675759,675742,906,72682,NA,268261,NA,460315,456012,0.28998516341215425,0.01207875436966402,0.4867327808909967,0.03639783932870032,0.00380263284198008,0.00984374286478481,7.70020773086877e-5,0.01968035051438785,0.01967985541782422,2.6385734508952743e-5,0.00211674167282527,NA,0.00781265289746818,NA,0.01340590439347525,0.01328058671622136,13010,2050,758,295813,74687,9000,3.7889448781619776e-4,5.970282090877828e-5,2.207548207261168e-5,0.00861505881048216,0.00217513394400679,2.6210994545317295e-4,290991,45843,5862,839140,NA,220,12708,300,103,394985,26274,1109,299290,3431,NA,NA,5786,74497,NA,10659,75,3,592,144714,54353,0.0084746261263738,0.00133510069215664,1.707209444718333e-4,0.02443854884750839,NA,6.40713199996645e-6,3.7009924297988023e-4,8.736998181772431e-6,2.9997027090752015e-6,0.01150327742275794,7.651863007596296e-4,3.2297769945285425e-5,0.0087163206194089,9.992213587220404e-5,NA,NA,1.6850757159911762e-4,0.002169600511825,NA,3.104255453983745e-4,2.1842495454431077e-6,8.736998181772431e-8,1.7241009745364265e-5,0.00421455318292338,0.00158294020724625,9204,471,6814,NA,2.680511042167782e-4,1.3717087145382718e-5,1.984463520353245e-4,NA,NA,32282,NA,NA,15118,NA,NA,9.401592510132588e-4,NA,NA,4.402864617067854e-4,NA,6,NA,NA,NA,NA,NA,561,NA,NA,NA,NA,NA,2251,1107,20,19,1.7473996363544866e-7,NA,NA,NA,NA,NA,1.6338186599914447e-05,NA,NA,NA,NA,NA,6.555660969056581e-5,3.2239523290740276e-5,5.824665454514955e-7,5.533432181789207e-7,NA,87,NA,2.5337294727140053e-6,NA,NA,15,18,6,NA,12635,NA,3,8799,NA,NA,4.368499090886216e-7,5.242198909063459e-7,1.7473996363544866e-7,NA,3.6797324008898223e-4,NA,8.736998181772431e-8,2.562561566713854e-4,2,NA,8764,NA,8,214604,34,33,5.8246654545149546e-8,NA,2.552368402168453e-4,NA,2.3298661818059818e-7,0.00624998252600363,9.901931272675424e-7,9.610697999949677e-7,530,1.543536345446463e-5,NA,NA,NA,NA,NA,NA,1697,15,4.9422286381559386e-5,4.368499090886216e-7,NA,NA,NA,NA,NA,NA,Interior Columbia
Threatened,Southern OR\Northern CA Coasts Coho Salmon,-124.5665,39.3057,-122.1153,42.9025,Coho,Southern Oregon/Northern California Coast,Coho,Coho,Salmon,46378.5932405752,32784149,186085,11458151,2635614,91314,189795,333002,1592888,267054,1166647,57036,19,124965,85778,299939,17491,0.6361918432596844,0.00361106701756932,0.2223508136519815,0.05114533028693317,0.00177199115265779,0.00368306131391337,0.00646206055826434,0.03091074143258171,0.00518230857570442,0.02263933419053766,0.00110681042756849,3.687039435409473e-7,0.00242500464761023,0.00166456246679238,0.00582045748009095,3.39421088235511e-4,19177,43,298,7597,27,11614,3.7213871185709193e-4,8.344352406453017e-7,5.782830272379068e-6,1.474233610042409e-4,5.239477092423987e-7,2.253751368570822e-4,162471,31094,9,2,NA,1,715,NA,3,346,1,21,1932,2622,NA,NA,NA,171,NA,7,7,NA,811,52,4,0.00315282623216006,6.033937063401166e-4,1.7464923641413296e-7,3.8810941425362873e-8,NA,1.9405470712681437e-8,1.3874911559567228e-05,NA,5.821641213804432e-8,6.714292866587777e-6,1.9405470712681437e-8,4.075148849663102e-7,3.7491369416900537e-5,5.088114420865073e-5,NA,NA,NA,3.3183354918685257e-6,NA,1.3583829498877005e-7,1.3583829498877005e-7,NA,1.5737836747984644e-5,1.0090844770594347e-6,7.762188285072576e-8,2477,5,NA,NA,4.806735095531192e-5,9.702735356340719e-8,NA,NA,98,NA,NA,NA,10,1,1.9017361298427809e-6,NA,NA,NA,1.9405470712681438e-7,1.9405470712681437e-8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,3.8810941425362873e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.754340324606952e-6,NA,NA,70,NA,1.3583829498877006e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern Oregon/Northern California Coast
Threatened,California Central Valley Steelhead,-123.069,35.9373,-118.9492,40.8065,Steelhead,California Central Valley,Steelhead,Steelhead,Trout,56343.4739432936,5125815,607967,7228802,17127165,197415,373982,836756,2526680,1255951,726936,708394,NA,1497031,NA,2322375,3290283,0.08187679700977574,0.00971131237620599,0.11546869209635167,0.27357940387195706,0.00315339275445658,0.00597377164398441,0.01336585521691904,0.04035972142355121,0.02006183310970545,0.01161165420739888,0.0113154750495176,NA,0.02391270525844993,NA,0.03709627180371861,0.05255707303047728,68,29697,4308,419506,4,119901,1.0861925755542778e-6,4.743626605328733e-4,6.881349434540923e-5,0.00670094562647754,6.38936809149575e-8,0.00191522905884608,619233,357157,454,768,170,NA,16048,19,6541,2331909,78121,9930,1451771,300836,2,25823,NA,41806,280,5050,NA,NA,3863,87236,8778,0.00989126892850297,0.00570501884863587,7.251932783847677e-6,1.2267586735671844e-5,2.7154814388856944e-6,NA,2.5634144783080954e-4,3.0349498434604816e-7,1.0448214171618429e-4,0.03724856239217941,0.00124785956168934,1.5861606287138202e-4,0.02318974825889719,0.00480537984793303,3.194684045747875e-8,4.124816305667369e-4,NA,6.677848060826784e-4,4.4725576640470255e-6,8.066577215513386e-5,NA,NA,6.170532234362021e-5,0.0013934572870743,1.4021468276787424e-4,133900,173067,20578,415,0.0021388409686282,0.00276447191872723,3.287010414669989e-4,6.628969394926841e-6,59323,3008,NA,220391,88019,NA,9.47591208229506e-4,4.804804804804805e-5,NA,0.0035203980576321,0.00140596447511341,NA,2172899,93386,4184513,518857,3478,114939,457166,1008439,116856,1726742,277821,2752,190908,23,29443,48109,0.03470862884160757,0.00149169382148105,0.0668409846016229,0.00828792089962302,5.555555555555556e-5,0.00183596894767107,0.00730250463229186,0.01610821992204971,0.00186658999424956,0.02758197559261389,0.0044377515813686,4.395885246949077e-5,0.00304945370902817,3.673886652610057e-7,4.703054117947735e-4,7.684652737844227e-4,85766,238202,0.00136997635933806,0.00380490064532617,708057,30323,4674,31669,3593,1204,265,45060,9177,2,0.01131009200690051,4.8436202159606414e-4,7.465976614912785e-5,5.058622452239473e-4,5.739249888186058e-5,1.923199795540221e-5,4.232956360615935e-6,7.197623155069964e-4,1.4658807743914127e-4,3.194684045747875e-8,NA,NA,NA,NA,NA,NA,NA,10882,NA,NA,NA,NA,NA,NA,NA,1.738227589291419e-4,NA,NA,NA,NA,NA,NA,32829,5.24391412689285e-4,1783,NA,2.848060826784231e-5,NA,7061,1.1278832023512874e-4,3590,5.734457862117436e-5,NA,NA,Central Valley
Threatened,Snake River Spring/Summer-run Chinook Salmon,-119.0494,43.788,-112.9985,46.8457,Spring/summer-run Chinook,Snake River,Stream type Chinook,Chinook,Salmon,56765.4315674376,30267136,273758,19049644,8420320,38127,547321,450,355917,126365,252,59066,406,39484,3119,493457,851547,0.47987847382366405,0.00434037007125545,0.30202772041610143,0.1335022352530109,6.044948082129356e-4,0.00867764846239966,7.134646410570489e-6,0.00564298210335781,0.0020034879859372,3.995401989919474e-6,9.364778330816812e-4,6.437036539314708e-6,6.26009730833256e-4,4.945102701015412e-5,0.00782364714182418,0.01350108165996015,36360,619,680,30971,38419,64777,5.764794299740956e-4,9.81410250698474e-6,1.0781243464862072e-5,4.910380755150636e-4,6.091244009949059e-4,0.00102702442341672,519321,3134,2125,54975,NA,NA,104557,20,6,12772,91487,NA,1123171,8386,NA,NA,54,NA,NA,41824,7328,NA,16,4815,314019,0.00823371490796417,4.968884855717314e-5,3.369138582769398e-5,8.716159698246948e-4,NA,NA,0.00165772716611115,3.1709539602535506e-7,9.512861880760652e-8,2.0249711990179175e-4,0.00145050532480858,NA,0.0178076176524597,1.329580995534314e-4,NA,NA,8.561575692684587e-7,NA,NA,6.631098921682225e-4,1.161837531036901e-4,NA,2.536763168202841e-7,7.634071659310424e-5,0.00497869895822429,3817,3683,220,NA,6.0517656331439016e-5,5.8393117178069136e-5,3.4880493562789057e-6,NA,16,23223,NA,NA,7261,8,2.536763168202841e-7,3.68195319094841e-4,NA,NA,1.1512148352700516e-4,1.2683815841014204e-7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3061,1,97,NA,3.170953960253551e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.853145036168059e-5,1.5854769801267755e-8,1.5379126707229722e-6,NA,NA,1,NA,1.5854769801267755e-8,NA,NA,608,NA,NA,NA,38554,NA,NA,39,NA,NA,9.639700039170797e-6,NA,NA,NA,6.112647949180769e-4,NA,NA,6.183360222494424e-7,2426,2602,6,169,482,7,3,1,3.846367153787557e-5,4.1254111022898694e-5,9.512861880760652e-8,2.6794560964142503e-6,7.641999044211057e-6,1.109833886088743e-7,4.756430940380326e-8,1.5854769801267755e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.5854769801267753e-7,NA,NA,NA,NA,Interior Columbia
Species of Concern,Central Valley Fall & Late Fall-run Chinook Salmon,-123.069,35.9373,-118.9492,40.8065,Fall-run Chinook,California Central Valley,Late Chinook,Chinook,Salmon,57883.7569688411,5135532,762449,7300367,17611966,200176,376791,838654,2693827,1394246,885712,973898,NA,1639400,NA,2327878,3297660,0.07984917827303638,0.01185484310585511,0.11350884505083246,0.2738374549847329,0.00311241154956941,0.00585848783157726,0.01303970703627103,0.04188463285979305,0.02167825989799457,0.0137713824753828,0.01514253148880263,NA,0.02549000626630616,NA,0.03619472051189231,0.05127325488846358,68,29704,4350,419553,4,120294,1.0572895120829689e-6,4.618489362781251e-4,6.763543202295463e-5,0.00652336745092567,6.219350071076289e-8,0.00187037624362512,627750,392368,454,770,170,NA,16219,19,6543,2344159,78141,9930,1477756,303847,2,25837,NA,41845,282,5050,NA,NA,3863,87259,8792,0.00976049251779534,0.00610068487172015,7.058962330671586e-6,1.1972248886821854e-5,2.643223780207422e-6,NA,2.521790970069658e-4,2.9541912837612365e-7,1.0173301878763036e-4,0.0364478636081603,0.00121496558475993,1.5439536551446883e-4,0.02297670470908352,0.00472432715261579,3.1096750355381445e-8,4.017233694659951e-4,NA,6.506217593104681e-4,4.384641800108782e-6,7.851929464733813e-5,NA,NA,6.006337331141924e-5,0.00135673566963011,1.367013145622568e-4,137157,174737,20584,415,0.00213256849424652,0.00271687643342414,3.200477546575858e-4,6.452575698741648e-6,59323,3008,NA,225806,88019,NA,9.223762606661464e-4,4.676951253449368e-5,NA,0.00351091640537363,0.00136855243476515,NA,2173256,93402,4186132,518861,3479,114939,457181,1008460,116859,1726826,277843,2752,190945,23,29486,48120,0.03379059964516742,0.00145224933834666,0.0650875508793368,0.00806744549307178,5.409279724318601e-5,0.00178711469454859,0.00710842171211182,0.01567991443169398,0.00181696757488975,0.02684933851459095,0.00432000720449512,4.2789128489004856e-5,0.00296888449830415,3.576126290868865e-7,4.584593904893886e-4,7.481878135504774e-4,85766,238202,0.00133352194548982,0.00370365406407628,708057,30323,4674,31669,3593,1204,332,45060,9177,2,0.01100913588319015,4.714733805131157e-4,7.267310558052642e-5,4.924014935022874e-4,5.586531201344275e-5,1.8720243713939624e-5,5.1620605589933185e-6,7.006097855067438e-4,1.426874390056677e-4,3.1096750355381445e-8,NA,NA,NA,NA,NA,NA,NA,10882,NA,NA,NA,NA,NA,NA,NA,1.691974186836304e-4,NA,NA,NA,NA,NA,NA,32829,5.104376087084086e-4,1783,NA,2.772275294182255e-5,NA,7061,1.0978707712967416e-4,3590,5.581866688790968e-5,NA,NA,Central Valley
Not Warranted,Mid-Columbia River Spring-run Chinook Salmon,-121.8203,44.1138,-117.68,47.4645,Spring-run Chinook,Middle Columbia River,Stream type Chinook,Chinook,Salmon,69256.4605061634,19597343,594155,38264090,1182457,157117,152204,19801,1326132,742614,5751,134616,NA,248296,NA,1247339,4468203,0.254670785390202,0.00772114467218925,0.49724831843487016,0.01536622861987679,0.0020417619770268,0.00197791671144043,2.5731734253522985e-4,0.01723330953441389,0.00965039447550412,7.473521725771966e-5,0.00174935767803254,NA,0.00322664849664801,NA,0.01620938117875618,0.05806505337447309,17403,1544,305,520381,300994,75157,2.261549271319936e-4,2.006454102693778e-5,3.963526562963745e-6,0.00676243907003815,0.0039114679157138,9.766779209595612e-4,721094,36526,31198,517909,NA,218,146579,338,17,401533,119766,69,4450129,9628,NA,NA,1317,25112,NA,237405,122,7,859,142914,563905,0.00937073843735665,4.7466154504529094e-4,4.0542328429948497e-4,0.00673031501212455,NA,2.8329468548396603e-6,0.00190481888548414,4.3923671419073635e-6,2.209178740012579e-7,0.0052179892177263,0.00155637941750792,8.966666650639292e-7,0.05783017868890258,1.2511748769906535e-4,NA,NA,1.7114637650568038e-5,3.2633468540703463e-4,NA,0.00308511811042756,1.585410625185498e-6,9.096618341228268e-8,1.1162850221592971e-5,0.00185719159088328,0.0073280408081576,20640,2470,32729,NA,2.6822028937564487e-4,3.209806757547688e-5,4.2531888812865704e-4,NA,4131,70094,569,866,107282,581,5.368304338230567e-5,9.10883380014363e-4,7.394251194512691e-6,1.1253816405005256e-5,0.00139414772697664,7.550193223219461e-6,2,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,2312,70,850,3005,2.5990338117795047e-8,NA,NA,NA,NA,NA,NA,NA,1.5594202870677028e-6,NA,NA,NA,3.0044830864171076e-5,9.096618341228266e-7,1.1045893700062896e-5,3.905048302198706e-5,NA,200,NA,2.599033811779505e-6,NA,NA,10,6,5,NA,22717,NA,3,4021,NA,NA,1.2995169058897524e-7,7.797101435338515e-8,6.497584529448762e-8,NA,2.9521125551097504e-4,NA,3.8985507176692576e-8,5.225357478582694e-5,933,2,1295,NA,2564,211095,58,5,1.212449273195139e-5,2.5990338117795047e-8,1.6828743931272293e-5,NA,3.331961346701325e-5,0.00274321521248797,7.537198054160564e-7,6.497584529448762e-8,336,4.366376803789568e-6,NA,NA,NA,NA,NA,NA,133,NA,1.7283574848333707e-6,NA,NA,NA,NA,NA,22,2.8589371929574554e-7,Interior Columbia
Threatened,Snake River Basin Steelhead,-119.0494,43.788,-112.9985,46.9765,Steelhead,Snake River,Steelhead,Steelhead,Trout,74662.5335117094,43434962,327915,21726390,9350525,39684,548798,5904,546788,170379,2471,62082,406,52198,3971,605901,1332550,0.523576286523953,0.00395277237713485,0.26189553465641685,0.11271365119530637,4.783612186518444e-4,0.00661535329285593,7.116834580487072e-5,0.00659112423203822,0.00205379261346342,2.9786074268942337e-5,7.483525142713387e-4,4.894029199996191e-6,6.292082171955694e-4,4.7867462938879e-5,0.00730368765100219,0.01606290298141607,37156,622,680,31023,38419,148321,4.478880516134445e-4,7.497749168467071e-6,8.196896197037955e-6,3.739592804716301e-4,4.631125808735312e-4,0.00178789976594245,888464,5808,2125,54975,NA,NA,234713,20,6,12772,428613,NA,2114816,20110,NA,NA,54,NA,NA,71411,7328,NA,16,4815,420896,0.01070977526883107,7.001113692999477e-5,2.561530061574361e-5,6.626828947531788e-4,NA,NA,0.00282929131925789,2.410851822658222e-7,7.232555467974667e-8,1.5395699739495405e-4,0.00516661216132504,NA,0.02549254004093385,2.4241115076828424e-4,NA,NA,6.509299921177199e-7,NA,NA,8.608066975392314e-4,8.833361078219726e-5,NA,1.9286814581265778e-7,5.80412576304967e-5,0.00507358944374777,3954,6587,220,NA,4.766254053395305e-5,7.940140477924854e-5,2.6519370049240443e-6,NA,16,23232,NA,NA,7265,8,1.9286814581265778e-7,2.800445477199791e-4,NA,NA,8.757419245805992e-5,9.643407290632889e-8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3063,1,604,NA,2.4108518226582223e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.692219566401067e-5,1.2054259113291111e-8,7.2807725044278304e-6,NA,NA,1,NA,1.2054259113291111e-8,NA,NA,608,NA,NA,NA,88777,NA,NA,39,NA,NA,7.328989540880995e-6,NA,NA,NA,0.00107014096130064,NA,NA,4.701161054183533e-7,73279,11999,2946,952,482,7,90,1,8.833240535628593e-4,1.4463905510038002e-4,3.5511847347755614e-5,1.1475654675853137e-5,5.810152892606315e-6,8.437981379303779e-8,1.0848833201962e-6,1.2054259113291111e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.205425911329111e-7,NA,NA,NA,NA,Interior Columbia
