13317000,"45°45'01""","-116°19'26"""
13338500,"46°05'11""","-115°58'36"""
13340000,"46°28'42""","-116°15'27"""
13334300,"46°05'50""","-116°58'36"""
13316500,"45°24'47""","-116°19'31"" "
